Sentimento,Texto
1,"Sobre ter ouvido @Rua15Saulo  no   #EDeCasa, bom D++. Amooo demais as músicas."
1,a pele é  madura mesmo a filha  falou certo #EDeCasa
1,#TheNoite melhor programa da TV brasileira hahahaha Mr catra com sua nova música pepeka chora hahaha vai ser sucesso nacional isso aí.
-1,"Douglas melhor pessoa dps da yuko,não podia ter saído #MasterchefBR 😭😪😓"
1,Já inventaram música que a Sandy cante e que não fique absurdamente lindo? #Encontro
-1,"gente, q história eh essa q a Ana Luíza foi desclassificada do #MasterChefBR pq já trabalho como profissional????? tava lavando meu cabelo"
-1,"O errro da globo foi ter tirado o Jô tarde, ele já estava decadente ha alguns anos #conversacombial"
1,Vitor é gracinha demais  #MasterChefBR
0,pois ééé acabei de ver um vídeo de um parto e cara é um acontecimento único e especial? é! mas q é bizarro é simmm #AltasHoras
1,Vendo reprise do @masterchefbr #MasterChefBR  ihaaa
-1,Criança adulta são mto chatas.. Aff #encontro
1,A primeira vez que o #MasterChefBR foi justo com alguém em eliminação kkkk adoro esse programa ! Vários meme ❤️😂😂
-1,ahhhh... uma semana pra ter #MasterChefBR de novo... :(
1,é lindo demais um parto humanizado #AltasHoras
1,Meu prato hoje no #MasterChefBR seria fritar a sardinha e cortar um limão p colocar ao lado do prato. Só isso. Sardinha frita! Maravilha! rs
1,N deixem esse programa morrer. Td dia uma perola. #maisvoce
1,#altashoras amei a sinceridade da Vanessa da Mata quanto ao parto eu sou mãe
-1,"Meu Deus, só eu que falto morrer com esse povo cuspindo na comida 🙄?? #masterchefBR"
1,Depois do intervalo: Sandy vai cantar com Chitãozinho e Xororó no Karaokê Virtual 🤗♥️ #encontro #SandyNoEncontro
1,Meu preferido @cortezrafa ❤ #VideoShowAoVivo
-1,A Paola kkkkkkkkkk
-1,Não tá dando pra assistir MasterChef com esse horário. Sério mesmo. #MasterChefBR
1,Torcendo pro time azul pelo simples motivo da Miriam não esta nele! rs #MasterchefBR
1,Eu faria todas as comidas com cachaça pra deixar os jurados bêbados e eles gostarem do meu prato. #MasterChefBR
1,"Nossa, mano! Eu tô quase sentindo os cheiros da castanha-do-Pará, do peixe, do cupuaçu, do tucupi... Pisa menos, #MasterchefBR!"
1,o Vitor B. é o unico crush que eu tenho que não é asiático #MASTERCHEFBR
-1,"O crush da vida saiu, estou bem triste #MasterChefBR 😢"
1,Cupcake eu quero #Encontro
1,"na casa do meu Amigo tocou essa música, peguei o Uber na Rádio tocou essa música chego em casa até o Padre tá cantando #ConversaComBial"
1,Coisa mais linda essa edição com a mãe do @oserginho !!!!! 😍😍😍😍💗💗💗💗#altashoras
1,O João Vicente tem uma cara de que gosta de fazer bastante amor #Encontro
1,Começou o #ConversaComBial 😊📺
1,NELSON XAVIER ME FAZENDO CHORAR  #VideoShowAoVivo
-1,"Maiara é a Maritaca, Maraisa é bem caladinha kakakkaka #ConversaComBial"
1,Estou apaixonada 😍😍😍😍 #Maluma #TheNoite
-1,Que porra de música é essa #Encontro
-1,Pensei que o Serginho ia perguntar sobre a Bella Gil ter comido a placenta do bebê dela... 😝
-1,#MaisVocê broca com @ANAMARIABRAGA  como #Cabeleireiro
-1,Não sei como o video show nao se cansa de fazer a mesma matéria sobre vestidos de noiva diferentes. 
-1,Fica todos desta equipe e eliminem o Leonardo #masterchefbr
-1,"#VideoShowAoVivo dindin só se for em outro lugar pq no Pará é chopp. Vcs passam a novela no interior, mas o lugar é de Manaus, aí da nisso."
-1,#VideoShowAoVivo sou de Manaus nunca vê quicao tá errado  certo é kikao
1,quinta e o #masterchefBr ainda tá nos tts
1,"#MaisVoce bom mesmo é o Tubschak de canudinho comestível da Barion feito de tubetes gigante, delícia mesmo"
1,"Sophia linda como sempre, se eu fosse o diretor do Video Show tirava o Joca e permanecia vc todos os dias.. Bjs ♡kkkkkkkkk #VideoShowAoVivo"
1,"Que bom, hoje tem #MasterChefBR @masterchefbr"
1,Toda terça feira a noite meu Twitter vira point de comentários sobre o #MasterchefBr
0,"Já, já 📺 #NasNovelasDaNoiteSBT #CarinhaDeAnjo123😍"
-1,Ninguém fez xibé? Como assim? #MasterChefBR
1,Que ORGULHO das nossas pequenas 😍❤️❤️ @MaiaraeMaraisa @conversacbial #MaiaraeMaraisaNoBial #ConversaComBial
1,Começou o #TheNoite
-1,Não consigo ver dois minutos de Vai que cola é muito chato. Super sem graça não entendo o sucesso sério... #thenoite
-1,"Hoje no #conversacombial vai estar o meu amado padre. Só q gente,olha só a hora desse programa."
1,Tô vendo que a moda do unicórnio pegou mesmo kkkkkkkk #MaisVoce
-1,Volta TV Globinho! #Encontro
1,"#VideoShowAoVivo Fátima é tão espetacular, que estou aqui vendo o programa até o final e vou me atrasar para o trabalho hoje."
-1,Q Cara grosso!
1,Vitor B voltou e vai cozinhar 👏🏻👏🏻#MasterChefBR
-1,"#VideoShowAoVivo ta ai... Tata é a cara desse programa. Sophia q va fazer novela,"
1,Quero Sophia e Claudia nesse programa também 😍 #ConversaComBial
1,@MChefDouglas SAUDADES do seus sapatos amoreeee! #CHOCOBJS com morangos! @masterchefbr #MasterChefBR
-1,"O Douglas não pode ser eliminado, eu tô implorandoooooooooooo "
1,"MANO O CATRA É FODA DEMAIS, QUE ENTREVISTA FODA #TheNoite"
1,Assistindo #VideoShowAoVivo
1,essa edição do master chef tá tão maravilhosa não tô sabendo lidar com tanta gente bacana #MasterChefBR
1,Eu tenho uma admiração fora do comum pelas irmãs galvão. Maravilhosas demais!! #Encontro
1,MANO EU TÔ PASSANDO MAL JAAAAAA ANTES DE VER.
-1,Vitor B e Yuko os piores 😭 não não nãaaaao #MasterChefBR
-1,"Li hoje que tem possibilidades da ex BBB, Mayara Motti fazer parte do meu programa favorito #VideoShowAoVivo. Não faça isso. IMPLORO!"
1,Mais uma irmãzinha TÁ LIGADO  #TheNoite  @OficialMrCatra
1,Olha esse Nobby Clifford 👏 #encontro
1,Quero provar o risoto da Yuko
1,Eu entraria no #MasterChefBr so pra abraçar a @anapaulapadrao  e a @PaolaCarosella
-1,SE O VITOR SAIR EU NÃO ASSISTO MAIS MASTERCHEF É OFICIAL #MasterChefBR
0,Queria ter essa coragem para pintar o cabelo de colorido #MaisVoce
1,"Hoje o #MasterChefBR foi bem interessante, cultura brasileira presente e também a chance para o Vitor B que mostrou determinação!!"
1,O Tiago Liefert te avisou migooooo #encontro
1,tia Carla é top sdds Muriaé inteiro tá de olho hoje!! #encontro
1,Feliz dia das mães #altashoras
1,São mto fofas e lindas essas duas irmãs!!! 👭 #ConversaComBial
1,Jairzinho no #TheNoite com @DaniloGentili ♥
-1,"Sobre sardinha, sou como a Tais Araújo é por abóbora kkkk #MasterChefBR"
1,Até o meu bebê acordado pra assistir esse episódio 😱 #MasterChefBR
1,"Fogaça, eu te venero #MasterChefBR"
1,#MasterChefBR torcendo para a equipe azul só por conta da chinesinha... ❤️
-1,O que faltou no #MaisVocê de hoje é o que falta na @RedeGlobo de forma geral: Comunicação coerente e de qualidade.
-1,"os favs sai tudo e a cobrança da edição vulgo mirian continua firme e forte, não aceito #MasterChefBR"
1,#AnaMariaBraga de unicórnio 🦄
1,MOZÃO *tum dum dum* MOZÃO *tum dum dum* @MChefVictorV &lt;3 #MasterChefBR
-1,O HOMEM VIADAÇO KKKKKKKKKKKKKKKKKKKKKKK #TheNoite
1,Carol Duarte arrasandoo como Ivana.  Cada cena percebemos o sofrimento da personagem.  &lt;3 #VideoShowAoVivo
1,ainda bem que deixaram ele terminar #MasterChefBR
-1,"Vacilooooooooo, n era p ter saído #MasterChefBR"
-1,Sai nao Vitor B. #MasterChefBR
1,"@danstulbach Obaaa..Dan na Namaria..bjo, Dan, bom dia! #MaisVoce #DanStulbach"
1,"Minha favorita no #MasterChefBR é a @MChefMichele, mas também torço pela @MChefYuko , pela @MChefDeborah e pela @MChefAnaLuiza!! #gogirls"
-1,"A pessoa tem orgulho de falar que faz TUDO em casa, pq o filho machista escroto não aceita fazer nada...Ahhh pa porra! #Encontro"
1,"Tô aqui vendo #MasterChefBR atrasada e amando ver os participantes torcendo o nariz de novo pra ingrediente. Inclusive, amo muito sardinha."
0,"casa com a ""mamãe"" então kkkkkkk #encontro"
-1,"oloco Drunk History na segunda agora, né? #TheNoite"
1,Namaria melhor pessoa lkkkkkk #MaisVoce
1,Vendo só hoje o ep de #MasterChefBR de ontem... @PaolaCarosella maravilhosa e plena escolhendo os ingredientes no mercado... o resto pira!
1,"Não lembro da atriz Isabel Ribeiro, taí mais um bom motivo p/ prestigiar o #MemóriaNacional, p/ conhecermos essas estrelas! #VídeoShowAoVivo"
1,"A gente só é aquilo que quer ser, história motivadora dessa menina!"
-1,Misericórdia os pratos estão com uma cara horrível.  #MasterChefBR
0,#masterchefbr hoje vai ter só proteína ein gente
-1,Pelo amor de Deus gente #MasterChefBR
1,Amor de mãe não se discute. #AltasHoras
1,Namariaaa kkkkkk #MaisVoce
1,#MasterChefBR eu quero 
1,É o Nicolas Prattes o ator mirim em Terra Nostra ??? #Videoshowaovivo
1,"Wando, maior homão da porra que a gente respeita "
1,Olá @otacosta @Lopesjoca gostaria da participação do Fiuk no #VideoShowAoVivo. Obrigada!
1,#MaisVocê despacito no mais vc 😊😊😊
1,Um abraço é muito bom mesmo. Adoro abraçar.  #Encontro
-1,Esse programa tão doido q colocam Andre Marques na pauta sobre beleza de mulher #EDeCasa
1,Vamos de #Encontro Fátima Bernardes
1,"O @CARPINEJAR sempre dando boas dicas sobre comportamento,,Parabens"
1,O vídeo show fica muito melhor quando  vcs 2 apresentam @otacosta @Lopesjoca #VideoShowAoVivo
1,O Celso vai mostrar o um pedaço do clipe #Aquarela com a @LuceroMexico mdssss vou morrer #DomingoLegal
-1,Ahhhhhh #MasterchefBr :( Saiu a Doug!
-1,"Namaria queimou a mão e está rindo. Rindo pra não chorar, coitada. #MaisVoce"
1,Que camisa liiiiiinda @otacosta !! Arrasou 👏😎
-1,#MasterChefBR Leonardo invejosa da porra. 😡
1,Cara n parece que essa velhinha tem 100 anos nuncaaa #Encontro que gracinha
1,E mais uma vez Naiane me representando sendo aquela q chora por tudo hahahahaha #MasterChefBR
1,Que lindo a Vanessa da Mata que adotou 3 irmãos #altashoras
1,#MasterChefBR hoje é nois tá como?
1,gente olha esse menino de SETE ANOS falando tudo das flores é claramente o meu filho #Encontro
-1,Esses dois Vitor's hoje me mataram... #MasterChefBR
-1,É uma Vacacórnio  kkkkkkk' 
1,#VideoShowAoVivo. Joca quero rever. Vc na cozinha  #superchef
1,"Ai Vitinho, fica pfvr #MasterchefBR"
1,"Minha certidão é velha, mas eu não..Boa Miguel com sempre excelentes pensamentos ao final do #VideoShowaoVivo  @FalabellaReal"
1,vc tá assistindo ao #encontro para ver a sandy sim ou com certeza? #QuartaDetremuraSDV
1,#VideoShowAoVivo aaaaaaaa vão aparecer Monica e o Rafa Cortez 😍😍
-1,"#MaisVocê segura namaria,tenho quase certeza q ela vai tentar se matar andando de bike"
1,Viviane linda #VideoShowAoVivo
1,Mestre mando é o melhor quadro do #TheNoite kk
1,Poesia + linda 💖 
1,". @drauziovarella, eu escolhi te amar. #ConversaComBial"
1,Agora o @DaniloGentili entrevista @maluma no #TheNoite no @SBTonline. #MalumaNoTheNoite 😍😍🎤🔝🎶 #TheNoiteComMaluma
1,Muito lindo o filho do @oserginho dançando no #AltasHoras 😃😃😃😃
1,Lindo tema do #Encontro
-1,"#Encontro falando sobre o que usar, o problema são os homens tarados que não tenho controle e ivadem o espasso e a liberdade da mulher"
1,"Mr. Catra e ""O mestre mandou"" hoje...talvez haja zoera...talvez 😂 @DaniloGentili #TheNoite"
1,"Acordei, liguei a TV, tem um Unicórnio 🦄 na minha TV Namaria que isso? #MaisVocê"
-1,Eu não sei porque ainda dou crédito pra esse programa #Encontro
1,"Ei @otacosta eu dirigi uma peça baseada no filme ""Maria Bonita e Lampião""com o Nelson Xavier,coisa de 8° série + foi lindo😚 #VideoShowAoVivo"
1,Q homem é esse gnt #TheNoite
1,Pela primeira vez eu tô vendo o 
-1,Quem é esse insuportável capitão do time azul? #MasterChefBR
1,amo essa música da Tiê &lt;3 #Encontro
1,@valgoes2013 @RedeGlobo Nem eu. Prefiro assistir #MasterChefBR 😍
1,Sandy AFINADÍSSIMA
1,#MasterChefBR Vitor B tão nhonho💙💙
1,Bora assistir #MasterChefBR
1,"#CantorPablo diz em sua música: PORQUE HOMEM NÃO CHORA... Mentira, Piis Eu Chorei Com @MaiaraeMaraisa no final do #ConversaComBial"
1,"Parabéns a todas as mamães que nos olham lá de cima, a minha está la me olhando. ❤ #ÉDeCasa"
1,Guilherme Arantes só tem hino #Encontro
1,"Q lindo o batom da Fatinha, alias como ela ta bonita neh 😍 #Encontro"
1,Eita que é ja ja #MasterChefBR
1,"#Encontro Minha Heroína sem Dúvida é Minha mãe,Passou por uma separação, 3 câncer e o Falecimento do meu Pai a um mês atrás!"
0,sigam me os bons @IsabelaGarnes #VerãoComDetremuraSDV #MafiaSDV #SDV?L=9631 #MasterChefBR #QuartaDetremuraSDV #liganoge 9631
-1,Tem tanto detalhe nessa prova que só ela vai durar umas 3h no episódio de hoje #MasterChefBR
1,"Fogaça aconselhando a Mirian, que coisa mais nhoim... 😊"
1,O Vídeo Show de vocês é 10!! 📺
-1,Quando minha mãe diz q meu irmão não é obrigado á ajudar nas tarefas fico put4 e digo então faça por ele já qele ñ pode eu ñ faço #encontro
1,"@marcela_mont maravilhosa como sempre na renovação de votos Soniel, aliás, casamento de Vitor e Alice... ❤️ #VideoShowAoVivo"
1,"Hj tem É o tchan, @vanessadamata no. #altashoras"
1,Ana Maria de unicórnio scrr que rainhaaaaaaaa KKKK
1,"Não lembrava da Antônia Morais pequenininha em #AnjoMau , muito fofa! #VideoShowAoVivo"
-1,#edecasa o filme plastico pode ser levado ao forno sem danos a saúde? Pois o plástico em temperatura elevada solta substancia toxica.
1,Fiquei curioso pra saber quem o bebezinho que cresceu  #VideoShowAoVivo
-1,Beijou a boca lembrou da boca certa. Eu era (corno) #Encontro
1,Filme de terror são legais☑❤
1,@gshow @RedeGlobo  quero ver o jogo da amizade com @sophiaabrahao e a @Lua_Blanco  #VídeoShowComSophiaAbrahão #VideoShowAoVivo
-1,Lá vai a Bela Gil  cagar pela boca! Aff mulher medonha!
1,"#VideoShowAoVivo Belíssima homenagem ao Nelson Xavier.  Grande ator, grande perda. Parabéns Otaviano e Joaquim."
-1,"A pessoa arranca o dedo, passa com um nhoque no ticupi  sai por causa de uma sardinha #MasterChefBR"
-1,Não acredito que eu perdi o #MasterChefBR ontem
1,#Encontro está maravilhoso o programa da Fátima Bernardes mostrando as comidas típicas da minha cidade Itabirito.
-1,ELE NÃO PODE SAIRRRRRRRR #MasterChefBR
1,Quem está admirando as pernas da Fatima??
1,"Grito Tais Araujo mando brigadeiro pra Ana Maria e ela disse ""nem comi ainda mas aqui temos melhores"" kkkk #MaisVoce"
-1,Erraram a letra omg 😬 #encontro
-1,"Aí a mulher vem falar: ""Não, o que trabalhou antes não importa, é insignificante!"" Vai te f*der!! Todo trabalho é digno! #Encontro #Fátima"
1,Aí vc espera um pgm com risada e putaria com o @OficialMrCatra no #TheNoite com @DaniloGentili e assisti uma aula de política hahahahahahah
1,Cada um que expulse o Diabo que criou. Pde Fabio de Melo. Muito a refletir nessa frase #conversacombial
-1,Taís Araújo mandando pensamentos obscuros pra dar errado essas abóbora #MasterChefBR
1,eu não consigo assistir #MasterChefBR e fazer outra coisa ao mesmo tempo kskdkd
-1,Não creiooooooo q o Douglas saiu e não a Mirian ... 
-1,#VideoShowAoVivo
0,Vamos Debora e Yuko #MasterChefBR
1,Taís Araújo linda e bela no Mais Você! Entrevista incrível. Gente ela é fofa demaaais @taisdeverdade @canalviva 😍😍
1,#MasterChefBR SEGURA NA MAO DE DEUS DOUGLAS AI MEU PAI CORRENTE DE ORAÇAO AGORA AI MEU PAI @MChefDouglas
0,"O #ProgramaDoRatinho terminou, fiquem agora com o filme #JogosLetais 🎬💀😱🔥 no #CineEspetacular, em seguida tem #TheNoite no @SBTonline."
0,Namaria queimou o dedo ao vivo? Foi isso mesmo que eu vi? KKKKKKKKK #MaisVoce
1,Que coisa mais linda essa criança!!!!!!! #AltasHoras
-1,Ei Bial...vai tomar no cu!!
1,Unico lugar que a mulher tem liberdade sexual é na cadeia! que foda... #ConversaComBial
1,#TheNoite  adorei o programa de hoje apesar de estar apenas ouvindo.Adoro a personagem Nina da Praça é nossa.
-1,"Não sei o q odeio mais, Miriam ou comercial #MasterChefBR"
1,Acabei de vê a @vipiresoficial no #AltasHoras 😍
-1,"a falha da produção do #MaisVoce acaba expondo @taisdeverdade como se ela fosse mal educada. Não, gente, Taís foi HONESTA e sincera"
-1,Alguém tira a Miriam deste programa #MasterChefBR
-1,Enquanto uma chora pela saída do Vitor a outra chora por ela mesma. É a vida né #MasterChefBR
-1,Tu és um covarde que passa a bola pros outros e que sobrecarrega a mulher só isso 
-1,"Teve sardinha, dente, mini infarto,cenoura (?), @PaolaCarosella de brinquinho,Jacquin quase chorando e o rapazinho eliminado #MasterchefBR 👏"
-1,"#Edecasa Depois de pegar no cachorro Andrè Marques lava as mãos na pia da cozinha! caraca, que porquinho!!!!!!!"
-1,Tenho que acordar 5:30 da manhã e aqui ainda estou acordado chorando pelo #masterchefbr
-1,"Essa tentativa do programa #ConversaComBial de copiar a estética da internet, do Youtube, chega a ser ridícula."
-1,- Quantos clipes? 
1,Tô aqui assistindo #MasterChefBR e sofrendo de tanta fome
1,"Um date pra casa, comendo confort food, entre dois jobs, muito top #MasterChefBR"
1,Finalmente a Taise pode usar tapioca hahahahah  #MasterChefBR
1,A RISADA DE PORQUINHO SCRRRR VIVIANNE #VideoShowAoVivo
1,O #Encontro hoje ta de parabens
1,Quero perguntar pra Laura Miller se cair esperma no olho a pessoa corre risco de ficar cega???? #AltasHoras #LauraMuller #lauramilller
0,"Terça (16), os infantis e Talk Show do SBT marcaram:"
-1,pensa em uma dor no coração quando o Vitor cortou o dedo 💔🔪 #MasterChefBr
1,"#Encontro  Na minha opinião não faz diferença dizer negro ou preto, o que vale é o caráter da pessoa !"
1,"Quando crescer quero ser igual a geysa , é pedir muito? #VideoShowAoVivo ? ?"
-1,#EDeCasa passa alguma coisa legal
-1,NÃO MANDE NUDE  hahushuahsuahush aham
1,#MaisVoce  bom dia
1,É inevitável eu não fazer um lanchinho depois do #MasterChefBR
-1,#videoshowaovivo Otaviano Costa parece perdido ao falar de Nelson Xavier!🙄
-1,318 temporadas e os participantes ainda não sabem ver quando a Paola gostou do prato. #MasterChefBR
1,vitor b meu crush e fav da temporada  #MasterChefBR
1,Não decepciona #EquipeAzul eu acredito! 
